ID imp_con imp_vac i_con i_vac
1 7809473.25901551 7721824.37002497 166930.16210854 161955.281338869
2 14176839.6469612 13910347.3969465 325998.348968012 308746.445230434
3 11380844.9006898 11240529.958126 271817.341966194 263207.20976615
4 8933171.1656282 8823884.01371318 188349.02112478 182044.924972166
5 12068499.6094674 11904806.6288755 271381.41931299 261582.375982344
6 11388810.5796559 11254521.2382948 233342.396159035 225472.457981325
7 10049721.3041883 9933795.79028917 192993.321496248 186552.97732614
8 8568031.05899054 8502522.85785965 159713.3432341 156281.772753516
9 11686323.6252263 11508758.9273465 254435.330678543 243359.089607862
10 11040373.9186782 10926926.6265801 241992.608693598 235083.878530097
11 8391556.12143571 8294943.6634381 177229.6639992 171444.592623255
12 15141465.979469 14870032.8568203 337532.626351852 322080.08464532
13 9763274.01532007 9659598.17786337 191484.170217505 185550.19712964
14 12748926.9527677 12569956.0472879 261276.063729987 250681.212690947
15 12811748.0781844 12635374.6768981 276778.810611249 266406.843993873
16 11557064.8006973 11420759.5490282 239974.724185494 231930.475079729
17 10835106.8237785 10707529.7224075 231914.477785958 224124.198746553
18 15620854.6740319 15393741.7533186 347023.263907966 332658.315556544
19 5865197.36921287 5801195.32956673 137292.73387274 133528.860429163
20 10413714.0434775 10273404.0653755 224711.103653519 216268.616040457
21 10502032.5947358 10368611.8016523 226626.057496666 218770.032386747
22 12431506.36551 12244059.5194521 218689.426230906 208087.742173468
23 11622779.6643131 11491449.5958246 261253.065101947 253605.459111478
24 6439747.56793415 6363348.84124354 145604.623815696 141266.900979124
25 10375053.4360477 10224159.3818962 220782.273443249 211829.97142312
26 10201766.7570928 10107098.9883526 194641.158249894 189436.413180384
27 6867552.1005723 6797113.68081736 129032.726738019 125329.203509178
28 14937190.9003211 14720494.1841736 340025.725881273 326873.271697014
29 11230562.9802269 11100086.5194847 231919.40596183 224258.074156805
30 12290305.2711029 12166533.1846869 239224.956310958 232438.286236321
31 6495030.67835386 6442982.32775758 165786.148208373 162726.725480398
32 10821802.3425397 10685805.0204615 259188.94713537 250755.300912806
33 13180022.9535042 13009702.4833412 324183.648015263 313690.986114323
34 10459781.3008759 10337509.7811252 193414.055840163 187010.184679902
35 13709388.7340661 13547896.1074751 291695.396346268 281822.904721692
36 8963635.28913263 8849551.67271397 188634.104968287 182195.829782195
37 11702028.6494311 11486204.9615604 269466.805868751 256302.042960784
38 9818819.4168448 9686860.7296674 203154.355039187 195397.481321506
39 8143022.78041395 8079066.919352 136276.459319549 133033.154934622
40 9741710.33960352 9642015.71558185 179116.489968112 173696.428052702
41 8273863.60559284 8180551.81149354 167819.824167761 162711.740844553
42 8235849.15635568 8134799.30740101 182706.795549083 176904.284533614
43 14805851.0172152 14546189.7535588 324128.237862548 307903.801482454
44 10458620.3873492 10317337.7976188 220994.315397746 212747.538369622
45 9048589.25425837 8935059.972787 163864.134669817 157796.839504449
46 11790431.8976733 11602095.3344793 261147.939650938 249436.993874488
47 11885965.9879376 11738780.5461874 260219.671954738 251645.823313681
48 12841906.6453846 12659256.2425848 276481.064906819 265660.421577685
49 9521936.70121025 9393150.77620701 209623.000556737 201950.348085068
50 8009173.04630826 7916131.62111437 168801.329573394 163418.210213997
51 10933208.7067449 10793932.3076831 207383.955234862 199480.070659529
52 12220177.2711902 12063257.6880222 266664.27712865 257514.94831029
53 11672878.5259762 11537596.3200849 240872.917222754 233212.045216626
54 14341325.5706742 14128564.3029093 313223.552621691 299871.634757104
55 12259488.9903138 12135327.0345305 280205.669129891 272716.030234321
56 15179968.3047564 14863643.1244643 345481.188843443 325976.500271708
57 16095024.6168524 15755732.9633259 376447.123937756 353772.628414443
58 15140103.5734492 14919292.5861952 353047.64424176 338821.156248296
59 8730377.81301679 8648512.41957142 186957.054601297 182289.843382825
60 10571204.9160458 10445940.4712618 202413.056107956 195389.702858416
61 11407310.4908902 11263632.7382368 243746.163075807 235275.236397212
62 12051174.2850495 11911386.3234566 224241.121828688 216577.757293074
63 12173402.1351679 12005525.6324389 272199.797781464 261839.621891729
64 14375027.0950611 14178218.8508468 342891.966373705 330288.706584203
65 12067024.765459 11923083.3988283 253354.709419061 244594.360649473
66 9457629.63692592 9348459.43046678 202352.015008899 196125.718604878
67 9703236.05907918 9606547.13537445 199652.437638741 193869.771415432
68 7966240.36260358 7877063.12810114 182215.624600358 176944.352482525
69 11624232.5363641 11442780.4194411 276160.783981188 264449.184254035
70 6603221.81205077 6538297.2649033 131701.595247635 128261.426941779
71 15114493.7902736 14915239.5987193 239371.250502031 228480.517245204
72 10794339.0952307 10681442.3202465 210695.734521106 204045.688618404
73 11953950.8365869 11822846.2487205 211155.772131767 204056.038464211
74 13433764.403297 13256666.9439458 282795.497414786 271741.163474628
75 11349371.0630872 11220070.498936 198824.62745188 191939.313936254
76 8494313.90785591 8420796.92368175 152980.195931944 149127.728206738
77 14261227.935334 14046179.3581571 356240.384936543 342423.920151291
78 9936179.36058089 9829785.36783167 216803.574694391 210278.164219109
79 6987890.12766862 6916430.47086395 145102.690156361 141164.506177299
80 13928239.852008 13755846.4501587 297600.465836593 287741.891311602
81 11127182.1079314 10996998.6113935 251894.646992751 243968.725902863
82 13276699.2204706 13079158.6294962 287232.061238564 275694.241371492
83 11024827.955596 10892095.5113576 260771.011211313 252719.575982561
84 11804903.6178268 11671478.7923688 248860.595505959 240932.601313326
85 11120026.8847368 10997303.1948456 244919.932224425 237440.314315105
86 6561552.81707842 6498486.89419008 151209.342949504 147517.932445095
87 9366326.92884726 9274853.2965736 173456.106156913 168555.429393683
88 10003043.0413471 9891016.96111163 223600.7209551 216962.581791191
89 13469312.9746015 13278269.3896021 288848.508950649 277499.64674857
90 10112012.0813877 10006668.3573201 218438.723108053 212244.102840584
