ID imp_con imp_vac i_con i_vac
1 165411064.340698 162322188.727757 3015430.13794249 2819251.91901371
2 146434787.143715 144173773.933169 2962241.17018259 2811155.58612816
3 194282159.99238 191284949.441211 3205533.20453752 3013717.93596863
4 147867126.575811 145936785.74207 2878243.98125364 2748087.60897694
5 121613854.933536 118905113.082812 2631774.53375382 2442769.44811472
6 161671868.009161 158783899.685555 3114894.41497145 2928584.51546381
7 159811324.694367 156611628.624475 3039277.32343491 2827984.3557792
8 143338204.47474 140873077.768648 2826276.19190219 2656241.61103859
9 111816185.321859 109637225.021217 2098712.53428063 1956610.09037659
10 161768870.976476 158453145.04567 2997830.2670457 2779003.92143742
11 154663335.755508 151812933.586447 3065330.14877786 2877924.72324369
12 160976916.157156 157743406.224528 3118348.35685571 2911507.93780407
13 120462673.030641 118494706.112223 2103325.62397368 1972519.89615142
14 182810666.505696 179757026.178938 3348371.49782722 3149006.70019702
15 148386622.248649 145948496.027901 2972306.69170618 2806119.6039437
16 209782220.911343 205329458.58157 3614536.38359943 3321033.58236643
17 105601384.233603 103410350.281813 2215995.41043003 2068517.94893532
18 158941543.661837 156496572.254499 2911557.27302026 2741959.08073391
19 160105645.266338 157094997.083371 3045711.99824077 2846231.2524582
20 27042061.2820307 26989968.5901064 316626.091411296 313750.300594543
21 37079190.64622 37018626.9806386 433905.335344253 430649.790783307
22 114624908.311902 112440330.872822 2358073.32076542 2208595.9949985
23 160686554.460277 157544984.17609 3069989.65028801 2870492.66884789
24 152937823.249874 150394262.850485 2958934.64842794 2785950.12622078
25 149508150.204372 146749249.400276 2994857.32307957 2809000.11044221
26 136067213.812624 132991265.847515 2753513.07908957 2550179.23247102
27 175981438.889986 172079071.952435 3353609.95670901 3091616.74345188
28 79567682.5602941 78397853.6157089 1157114.71112905 1081705.45110018
29 154935827.366831 151855543.915715 3082717.18226091 2885084.49974997
30 124001355.436702 122262779.252928 2059234.27093071 1941678.23344832
31 144777905.243298 142265767.251761 3444522.17532327 3275567.78459916
32 107484839.449095 105676765.885376 1904766.07511619 1789046.44813833
33 159867800.223445 157592969.731143 2636279.77311979 2482948.99732197
34 127551489.653936 124686998.685061 2801324.15981197 2600595.45794666
35 133523209.413761 131298993.35962 2839545.34065052 2687685.66062792
36 156930511.084156 153934044.594241 2927537.85786593 2726652.00155759
37 118946114.197233 116331387.803081 2513791.85338164 2338765.88213706
38 167929211.197813 164542524.668364 3175125.85376225 2952655.23292591
39 182784684.969305 179654348.634855 3278437.91385913 3075140.27098743
40 167184574.43015 164181096.228966 3203250.36546562 3010053.0922722
41 170640411.174454 166395438.283683 3275957.3994308 2996741.11535828
42 135082826.749007 132496107.544002 3002593.5459717 2827220.7325476
43 125744790.981912 123366973.116177 2890077.11173425 2729773.35314784
44 156374685.045115 153275820.222383 3045161.48717578 2838709.01772793
45 163970453.376677 160379239.413648 3062959.91165094 2824860.42928105
46 38868470.4440504 38812518.4934756 442936.911289247 439870.273541697
47 98353754.431004 96175436.049944 2259329.30420911 2113846.91155558
48 106987558.209667 105150762.497684 2111470.16725195 1986782.55610523
49 156436314.719165 153609852.766144 3165608.75223836 2983535.20158854
50 205444988.931976 201090753.602985 3631203.22187333 3336675.25074643
51 133753867.248803 131347379.943785 3171389.43936593 3007326.3070462
52 121065668.430387 118548911.037695 2774398.15084652 2606469.75299608
