ID imp_con imp_vac i_con i_vac
1 7809473.25901551 7803974.87719553 166930.16210854 166134.492868058
2 14176839.6469612 14138613.9391675 325998.348968012 320527.157244962
3 11380844.9006898 11361168.6246991 271817.341966194 268999.070456926
4 8933171.1656282 8925204.15173798 188349.02112478 187205.365243177
5 12068499.6094674 12049602.6836102 271381.41931299 268688.086475355
6 11388810.5796559 11373230.7002907 233342.396159035 231134.068989972
7 10049721.3041883 10039197.8287963 192993.321496248 191552.50512825
8 8568031.05899054 8560600.85074003 159713.3432341 158746.958173834
9 11686323.6252263 11662394.2008864 254435.330678543 251109.073241415
10 11040373.9186782 11018201.7342996 241992.608693598 239069.137174846
11 8391556.12143571 8378178.25019468 177229.6639992 175515.151415747
12 15141465.979469 15104767.9999964 337532.626351852 332423.39835404
13 9763274.01532007 9753040.48822439 191484.170217505 190103.300707704
14 12748926.9527677 12724144.8488777 261276.063729987 257941.898318536
15 12811748.0781844 12789393.8650173 276778.810611249 273643.361706937
16 11557064.8006973 11540163.1968703 239974.724185494 237597.745455562
17 10835106.8237785 10815770.0263288 231914.477785958 229273.859599025
18 15620854.6740319 15579851.1695936 347023.263907966 341196.317097635
19 5865197.36921287 5859909.24139725 137292.73387274 136544.625135381
20 10413714.0434775 10396678.4551266 224711.103653519 222335.838071792
21 10502032.5947358 10490589.5080012 226626.057496666 224958.911518321
22 12431506.36551 12407737.9231544 218689.426230906 215758.62845188
23 11622779.6643131 11605189.3283095 261253.065101947 258874.552600919
24 6439747.56793415 6435180.87044226 145604.623815696 144960.978893972
25 10375053.4360477 10360859.4920414 220782.273443249 218769.896580938
26 10201766.7570928 10191374.3579395 194641.158249895 193243.192332739
27 6867552.1005723 6862826.66529646 129032.726738019 128399.140866795
28 14937190.9003211 14908601.0473724 340025.725881273 335942.696185717
29 11230562.9802269 11215429.754661 231919.40596183 229754.657315716
30 12290305.2711029 12275065.6210356 239224.956310958 237239.930909499
31 6495030.67835386 6489787.9252305 165786.148208373 164994.786733096
32 10821802.3425397 10805579.4312178 259188.94713537 256754.953382917
33 13180022.9535042 13160541.0606416 324183.648015263 321338.024352875
34 10459781.3008759 10451131.4873565 193414.055840163 192291.979226997
35 13709388.7340661 13675314.7354219 291695.396346267 287075.070199842
36 8963635.28913263 8955350.68809137 188634.104968286 187452.28083602
37 11702028.6494311 11680552.8223325 269466.805868751 266403.712113146
38 9818819.4168448 9805392.11612364 203154.355039187 201273.494226752
39 8143022.78041395 8136692.28442248 136276.459319549 135489.453271986
40 9741710.33960352 9732849.92318553 179116.489968112 177914.73434244
41 8273863.60559284 8267637.32462623 167819.824167761 166949.460710276
42 8235849.15635568 8230710.92436088 182706.795549083 181971.745344236
43 14805851.0172152 14749144.0380897 324128.237862548 316744.403643959
44 10458620.3873492 10444821.0054748 220994.315397746 219085.787930853
45 9048589.25425837 9038005.34594196 163864.134669817 162494.635719927
46 11790431.8976733 11760806.7098079 261147.939650938 257120.371048974
47 11885965.9879376 11871207.0739986 260219.671954738 258088.37637645
48 12841906.6453846 12822336.483028 276481.064906819 273722.822307452
49 9521936.70121025 9510047.34543337 209623.000556737 207917.164157971
50 8009173.04630826 7998772.3358516 168801.329573394 167407.565807723
51 10933208.7067449 10912909.59361 207383.955234862 204771.242958754
52 12220177.2711902 12206115.9872894 266664.27712865 264612.485444664
53 11672878.5259762 11656157.0909546 240872.917222754 238666.474316158
54 14341325.5706742 14295525.0318141 313223.552621691 307361.853430114
55 12259488.9903138 12235687.1572674 280205.669129891 276820.194333118
56 15179968.3047564 15139286.8346684 345481.188843443 339801.554787108
57 16095024.6168524 16030668.7613941 376447.123937756 367285.035162251
58 15140103.5734492 15097660.5095643 353047.64424176 346889.656927388
59 8730377.81301679 8724491.9652368 186957.054601297 186118.038486676
60 10571204.9160458 10557008.6217762 202413.056107956 200605.241826773
61 11407310.4908902 11392301.7336462 243746.163075807 241615.762341918
62 12051174.2850495 12034099.8118396 224241.121828688 222038.104744078
63 12173402.1351679 12153395.5700773 272199.797781464 269333.887404731
