ID imp_con imp_vac i_con i_vac
1 41540053.1622229 41064604.4233245 789578.344517386 753387.396962447
2 41287589.7500932 41099375.547446 729324.626022774 714915.700968698
3 41804575.2176022 41088167.0482547 806435.161683481 751486.765252277
4 41876488.1255987 41548500.7697589 789537.450359495 764268.062056572
5 38526604.2944535 38418740.2394961 683884.24918977 675597.160006292
6 43271941.2878185 43016646.2921053 837909.176715042 818633.410877561
7 42316737.6692971 41992473.4461071 820867.987322201 795972.217589593
8 34422605.3980626 34124663.8319588 588975.841330755 566487.462130363
9 40308696.9561453 40258045.9765685 718663.55816278 714769.415719256
10 46528269.1784762 46171126.1512222 934108.364848385 906508.769557268
11 44072808.2232199 43530866.9171043 860311.002823309 818098.916850127
12 45322105.4188496 45064079.1240989 898253.882483825 878166.432952152
13 44252841.6642362 44119751.8003324 871176.20090767 861004.118892539
14 39832633.5403122 39649898.9301041 754335.165832548 740336.349722159
15 45282069.1589159 45018065.8877385 922838.869132866 902456.144768273
16 44406171.2877519 43898923.3172349 909698.927536065 870707.432347984
17 40934864.9799924 40854921.0455452 781771.943296042 775686.630103812
18 39114916.5380576 38716760.2143802 764445.650918943 734694.043805604
19 46102263.0729804 45406700.0925787 945084.098052146 892323.892012805
20 38997489.4869396 38774405.8587154 689935.519145555 672786.697350032
21 43133571.0312844 42832823.5970945 823014.186757435 799926.229103968
22 39409958.1429643 39168424.9870883 706301.437764433 687799.352377375
23 38282001.2352576 37898346.8309479 715506.87595336 687007.948478365
24 41777803.0146495 41620566.4313373 819342.199045158 807476.932941986
25 38024460.1766749 37698907.9991653 657351.976221359 632674.148957134
26 42352413.7879825 41810988.2538101 806991.126056926 765785.805597213
27 43083826.367573 42494001.0366529 865147.695626533 819793.647961124
28 45373134.1479064 45367083.9825118 911421.470840465 910952.267965094
29 42506126.9796559 42382678.8454557 811236.242901702 801777.590575262
30 42153888.1216023 41510122.3804757 784281.546844393 734407.582734704
31 44410295.312786 43809602.1906352 897032.559780437 851250.441429275
32 42969940.3625413 42302662.1116037 835953.591985993 784397.630887413
33 39745952.5484309 39253253.3391988 749588.233083697 712029.29800456
34 41924386.6480886 41628744.4603445 767821.92549658 745518.413108395
35 44883242.2743867 44776912.213909 856677.700679073 848420.095069039
36 40715707.0586927 40416320.8130487 781312.450310294 758556.685916235
37 42243081.8551826 42152206.1876957 815939.078166437 808976.368379418
38 41789636.8991317 41060728.1220157 815468.929285327 760277.149855377
39 46661895.3217076 46572026.3217463 928740.013836177 921959.398465585
40 44209225.6019436 43901940.4952289 897297.355149819 874109.473197825
41 43727299.1900215 43221968.7081887 887765.549191992 848903.72112228
42 37296437.3596305 36794087.2836694 659217.767979142 621183.322929063
43 39884478.7737834 39516477.1149138 760031.402598207 732001.140681926
44 38273405.5584754 37714897.7730744 684295.030669771 642454.621116969
45 41430640.4023346 40955113.5297512 727755.579227912 690968.012498275
46 45717488.4015106 45141954.2429575 897485.233327753 853293.01522994
47 45413400.4688662 45308186.2067001 884950.8420713 876872.223162029
48 39780806.0504628 39359869.6358297 742906.236133483 710715.254617471
49 41086058.0388232 40955735.5342107 736076.991102468 726102.956208752
50 41589098.5904577 41447902.1494003 795511.0773115 784651.594851563
