entries = 304 
description 	 index 	 amin 	 amax 	 emin 	 emax 	 value 	 interval 
si- 	 16 	 55 	 60 	 0 	 1 	 0.059350346457 	 0.059350346457 	 0.059350346457 
si- 	 16 	 60 	 65 	 0 	 1 	 0.064307095111 	 0.064307095111 	 0.064307095111 
si- 	 16 	 65 	 70 	 0 	 1 	 0.067594170874 	 0.067594170874 	 0.067594170874 
si- 	 16 	 70 	 75 	 0 	 1 	 0.071355773482 	 0.071355773482 	 0.071355773482 
si- 	 16 	 0 	 120 	 1 	 3 	 0.000000000000 	 0.000000000000 	 0.000000000000 
sn 	 17 	 0 	 5 	 0 	 1 	 0.000532430761 	 0.000532430761 	 0.000532430761 
sn 	 17 	 5 	 10 	 0 	 1 	 0.001098561862 	 0.001098561862 	 0.001098561862 
sn 	 17 	 10 	 15 	 0 	 1 	 0.002985251521 	 0.002985251521 	 0.002985251521 
sn 	 17 	 15 	 20 	 0 	 1 	 0.004249653282 	 0.004249653282 	 0.004249653282 
sn 	 17 	 20 	 25 	 0 	 1 	 0.006045616117 	 0.006045616117 	 0.006045616117 
sn 	 17 	 25 	 30 	 0 	 1 	 0.008058367795 	 0.008058367795 	 0.008058367795 
sn 	 17 	 30 	 35 	 0 	 1 	 0.009943759858 	 0.009943759858 	 0.009943759858 
sn 	 17 	 35 	 40 	 0 	 1 	 0.011537469177 	 0.011537469177 	 0.011537469177 
sn 	 17 	 40 	 45 	 0 	 1 	 0.012908336906 	 0.012908336906 	 0.012908336906 
sn 	 17 	 45 	 50 	 0 	 1 	 0.014066621875 	 0.014066621875 	 0.014066621875 
sn 	 17 	 50 	 55 	 0 	 1 	 0.015194978475 	 0.015194978475 	 0.015194978475 
sn 	 17 	 55 	 60 	 0 	 1 	 0.016445968749 	 0.016445968749 	 0.016445968749 
sn 	 17 	 60 	 65 	 0 	 1 	 0.017705996369 	 0.017705996369 	 0.017705996369 
sn 	 17 	 65 	 70 	 0 	 1 	 0.018552652296 	 0.018552652296 	 0.018552652296 
sn 	 17 	 70 	 75 	 0 	 1 	 0.019520971996 	 0.019520971996 	 0.019520971996 
sn 	 17 	 0 	 120 	 1 	 3 	 0.000000000000 	 0.000000000000 	 0.000000000000 
f 	 18 	 0 	 5 	 0 	 1 	 0.000003230053 	 0.000003230053 	 0.000003230053 
f 	 18 	 5 	 10 	 0 	 1 	 0.000004805177 	 0.000004805177 	 0.000004805177 
f 	 18 	 10 	 15 	 0 	 1 	 0.000013526719 	 0.000013526719 	 0.000013526719 
f 	 18 	 15 	 20 	 0 	 1 	 0.000025253934 	 0.000025253934 	 0.000025253934 
f 	 18 	 20 	 25 	 0 	 1 	 0.000050074379 	 0.000050074379 	 0.000050074379 
f 	 18 	 25 	 30 	 0 	 1 	 0.000068125950 	 0.000068125950 	 0.000068125950 
f 	 18 	 30 	 35 	 0 	 1 	 0.000074679642 	 0.000074679642 	 0.000074679642 
f 	 18 	 35 	 40 	 0 	 1 	 0.000072976976 	 0.000072976976 	 0.000072976976 
f 	 18 	 40 	 45 	 0 	 1 	 0.000068627512 	 0.000068627512 	 0.000068627512 
f 	 18 	 45 	 50 	 0 	 1 	 0.000065111028 	 0.000065111028 	 0.000065111028 
f 	 18 	 50 	 55 	 0 	 1 	 0.000062835202 	 0.000062835202 	 0.000062835202 
f 	 18 	 55 	 60 	 0 	 1 	 0.000060467813 	 0.000060467813 	 0.000060467813 
f 	 18 	 60 	 65 	 0 	 1 	 0.000062124188 	 0.000062124188 	 0.000062124188 
f 	 18 	 65 	 70 	 0 	 1 	 0.000052304030 	 0.000052304030 	 0.000052304030 
f 	 18 	 70 	 75 	 0 	 1 	 0.000037779261 	 0.000037779261 	 0.000037779261 
f 	 18 	 0 	 120 	 1 	 3 	 0.000000000000 	 0.000000000000 	 0.000000000000 
